project,related_file,category,evidence_type,reason
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/hosted-backend/AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Electronic_No_Objection_Certification_eNOC.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/web-platform/index.html,knowledge_base,html,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/web-platform/index.html,knowledge_base,html,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/web-platform/vercel.json,knowledge_base,json,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/web-platform/vercel.json,knowledge_base,json,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/web-platform/manifest.json,general_aios,json,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/web-platform/manifest.json,general_aios,json,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/native-readiness/pwa-to-native-plan.md,general_aios,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/native-readiness/pwa-to-native-plan.md,general_aios,md,deployment
AIOS Foundation,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/native-readiness/privacy-policy-draft.md,property_intelligence,md,policy
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/native-readiness/privacy-policy-draft.md,property_intelligence,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/native-readiness/privacy-policy-draft.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/native-readiness/app-store-metadata.json,property_intelligence,json,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/04_WEBSITE_AND_APP/deployment/native-readiness/app-store-metadata.json,property_intelligence,json,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/PROPERTY_INTELLIGENCE_ENGINE_CURRENT_STATUS.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/PROPERTY_INTELLIGENCE_ENGINE_CURRENT_STATUS.md,property_intelligence,md,property
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/proofs/unit_resolver_validation_20260623T115513Z.json,property_intelligence,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/proofs/unit_resolver_validation_20260623T115513Z.json,property_intelligence,json,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/acquisition_index.csv,validation_reporting,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/acquisition_index.csv,validation_reporting,csv,property
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/acquisition_report.md,nakheel_design_approval,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/acquisition_report.md,nakheel_design_approval,md,property
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unit_resolver_index.csv,nakheel_design_approval,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unit_resolver_index.csv,nakheel_design_approval,csv,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_enrichment.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_enrichment.py,property_intelligence,py,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_enrichment_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_enrichment_report.md,property_intelligence,md,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/project_aliases.json,general_aios,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/project_aliases.json,general_aios,json,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_clusters.json,property_intelligence,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_clusters.json,property_intelligence,json,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_identity_map.csv,nakheel_design_approval,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_identity_map.csv,nakheel_design_approval,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unresolved_records_review.csv,nakheel_design_approval,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unresolved_records_review.csv,nakheel_design_approval,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/run_summary.json,property_intelligence,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/run_summary.json,property_intelligence,json,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_cluster_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_cluster_report.md,property_intelligence,md,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_clusters.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_clusters.csv,property_intelligence,csv,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_benchmark_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_benchmark_report.md,property_intelligence,md,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_similarity_test_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_similarity_test_report.md,property_intelligence,md,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/identifier_bridge_strategy_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/identifier_bridge_strategy_report.md,property_intelligence,md,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/building_aliases.json,general_aios,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/building_aliases.json,general_aios,json,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/final_unit_finder_tests.csv,nakheel_design_approval,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/final_unit_finder_tests.csv,nakheel_design_approval,csv,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/bridge_source_audit.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/bridge_source_audit.py,property_intelligence,py,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/identifier_bridge_strategy.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/identifier_bridge_strategy.py,property_intelligence,py,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_identity_map.json,nakheel_design_approval,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_identity_map.json,nakheel_design_approval,json,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unresolved_failure_groups.csv,general_aios,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unresolved_failure_groups.csv,general_aios,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/developer_aliases.json,nakheel_design_approval,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/developer_aliases.json,nakheel_design_approval,json,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/area_aliases.json,nakheel_design_approval,json,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/area_aliases.json,nakheel_design_approval,json,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/ocean_heights_exact_unit_audit.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/ocean_heights_exact_unit_audit.py,property_intelligence,py,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_similarity_candidates.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_similarity_candidates.csv,property_intelligence,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_benchmark_results.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_benchmark_results.csv,property_intelligence,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_benchmark.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_benchmark.py,property_intelligence,py,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/resolver_test_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/resolver_test_report.md,property_intelligence,md,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/build_unit_resolver.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/build_unit_resolver.py,property_intelligence,py,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/final_unit_finder_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/final_unit_finder_report.md,property_intelligence,md,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/final_unit_finder.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/final_unit_finder.py,property_intelligence,py,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unit_completion_merge_evidence.csv,nakheel_design_approval,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unit_completion_merge_evidence.csv,nakheel_design_approval,csv,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_similarity_matcher.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/listing_similarity_matcher.py,property_intelligence,py,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/identifier_bridge_candidates.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/identifier_bridge_candidates.csv,property_intelligence,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/ocean_heights_candidate_chain.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/ocean_heights_candidate_chain.csv,property_intelligence,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unit_resolver_database.sqlite,property_intelligence,sqlite,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/unit_resolver_database.sqlite,property_intelligence,sqlite,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_enrichment_candidates.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/live_listing_enrichment_candidates.csv,property_intelligence,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/bridge_source_audit.csv,property_intelligence,csv,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/bridge_source_audit.csv,property_intelligence,csv,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/ocean_heights_exact_unit_report.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/ocean_heights_exact_unit_report.md,property_intelligence,md,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_cluster_engine.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/same_unit_cluster_engine.py,property_intelligence,py,"property, unit, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/bridge_source_audit.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/KnowledgeBase/resolver/bridge_source_audit.md,property_intelligence,md,"property, resolver"
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/AIOS_P2_JID_PATCH_UPDATE_20260623.md,whatsapp_human_engine,md,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/test_smoke.py,whatsapp_human_engine,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/AIOS_P1_P2_OPERATIONS_UPDATE_20260623.md,property_intelligence,md,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/AIOS_KNOWLEDGE_CLEANUP_FINAL_REPORT.md,property_intelligence,md,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/AIOS_KNOWLEDGE_CONTROL_INVENTORY.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/AIOS_KNOWLEDGE_CONTROL_INVENTORY.md,property_intelligence,md,inventory
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/generate_intelligence_ready_proofs.py,whatsapp_human_engine,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/intelligence_ready_scorecard_20260623T115513Z.md,property_intelligence,md,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/crm_writeback_validation_20260623T115513Z.json,whatsapp_human_engine,json,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/persistent_context_restore_20260623T115513Z.json,validation_reporting,json,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/Operations_Knowledge_Corpus_Index.csv,property_intelligence,csv,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/Area_Project_Map_v2.xlsx,general_aios,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/AIOS_Core_Connectivity_Map.xlsx,general_aios,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/aios_daily_operations_layer.py,property_intelligence,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/human_identity_engine.py,whatsapp_human_engine,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/Area_Project_Map.xlsx,general_aios,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/aios_follow_up_engine_v1.py,operating_system,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/AIOS_Daily_Operations_Workflows.md,property_intelligence,md,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/property_recommendation_agent.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/property_recommendation_agent.py,property_intelligence,py,property
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/Operations_Knowledge_Corpus_Index.xlsx,knowledge_base,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/AIOS_Content_Automation_Map.xlsx,general_aios,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/AIOS_Time_Saved_Report.xlsx,validation_reporting,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/aios_entrypoint.py,property_intelligence,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/acquire_real_estate_data.py,whatsapp_human_engine,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/synthetic_retrieval_validation.py,property_intelligence,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/aios_web_chat.py,general_aios,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/aios_brain_router.py,property_intelligence,py,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/KnowledgeBase/aios_control_center.py,validation_reporting,py,knowledge_control
